ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,INJURY,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158
Major Arterial,Scarborough,43.796145,-79.22749,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,146
Major Arterial,North York,43.792445,-79.44579,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,unknown,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,NSA
Major Arterial,North York,43.792445,-79.44579,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Minor,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,NSA
Major Arterial,North York,43.792445,-79.44579,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,40 to 59,Minor,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,NSA
Major Arterial,North York,43.734045,-79.35589,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,42
Major Arterial,North York,43.734045,-79.35589,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,42
Major Arterial,North York,43.734045,-79.35589,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,42
Major Arterial,North York,43.734045,-79.35589,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,42
Major Arterial,North York,43.734045,-79.35589,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,42
Major Arterial,North York,43.734045,-79.35589,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,42
Major Arterial,North York,43.734045,-79.35589,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,42
Minor Arterial,Scarborough,43.854245,-79.17549,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,144
Major Arterial,North York,43.768845,-79.41279,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,37
Major Arterial,North York,43.768845,-79.41279,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,0 to 19,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,37
Major Arterial,North York,43.768845,-79.41279,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,37
Collector,North York,43.698345,-79.46229,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,108
Collector,North York,43.698345,-79.46229,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,108
Collector,North York,43.698345,-79.46229,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Passenger,0 to 19,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,108
Collector,North York,43.698345,-79.46229,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Passenger,0 to 19,Minimal,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,108
Collector,North York,43.698345,-79.46229,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,108
Collector,North York,43.698345,-79.46229,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,108
Local,Etobicoke York,43.716345,-79.55349,At Intersection,No Control,Clear,Dark,Dry,Fatal,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,5
Local,Etobicoke York,43.716345,-79.55349,At Intersection,No Control,Clear,Dark,Dry,Fatal,Driver,0 to 19,Fatal,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,5
Major Arterial,Toronto and East York,43.674945,-79.39569,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,95
Major Arterial,Toronto and East York,43.674945,-79.39569,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,40 to 59,Major,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,95
Minor Arterial,Toronto and East York,43.666045,-79.31799,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,65
Minor Arterial,Toronto and East York,43.666045,-79.31799,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist,20 to 39,Major,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,65
Major Arterial,Scarborough,43.765745,-79.28109,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Driver,20 to 39,Minimal,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,126
Major Arterial,Scarborough,43.765745,-79.28109,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,126
Major Arterial,Scarborough,43.765745,-79.28109,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Driver,60 to 79,Fatal,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,126
Major Arterial,North York,43.715445,-79.44729,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,31
Major Arterial,North York,43.715445,-79.44729,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,40 to 59,Major,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,31
Major Arterial,North York,43.715445,-79.44729,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,31
Major Arterial,North York,43.715445,-79.44729,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,31
Major Arterial,North York,43.687945,-79.36359,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,56
Major Arterial,North York,43.687945,-79.36359,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Passenger,40 to 59,Major,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,56
Major Arterial,North York,43.687945,-79.36359,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,56
Major Arterial,North York,43.687945,-79.36359,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,56
Major Arterial,Etobicoke York,43.700144,-79.516193,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,over 79,Minimal,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,113
Major Arterial,Etobicoke York,43.700144,-79.516193,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,over 79,Major,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,113
Minor Arterial,Scarborough,43.786545,-79.18829,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,134
Minor Arterial,Scarborough,43.786545,-79.18829,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Passenger,0 to 19,Minor,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,134
Minor Arterial,Scarborough,43.786545,-79.18829,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,134
Minor Arterial,Scarborough,43.786545,-79.18829,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,0 to 19,Minor,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,134
Major Arterial,North York,43.761845,-79.38679,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,over 79,Major,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,40
Major Arterial,North York,43.761845,-79.38679,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,40
Major Arterial,North York,43.761845,-79.38679,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,Minor,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,40
Major Arterial,North York,43.761845,-79.38679,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,40 to 59,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,40
Major Arterial,North York,43.761845,-79.38679,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,40
Major Arterial,North York,43.761845,-79.38679,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,40
Major Arterial,North York,43.761845,-79.38679,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Minor,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,40
Major Arterial,North York,43.761845,-79.38679,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,40
Major Arterial,North York,43.761845,-79.38679,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,40
Major Arterial,North York,43.761845,-79.38679,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Other,unknown,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,40
Major Arterial,Etobicoke York,43.708645,-79.47809,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,30
Major Arterial,Etobicoke York,43.708645,-79.47809,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,0 to 19,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,30
Major Arterial,Etobicoke York,43.708645,-79.47809,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,30
Major Arterial,Toronto and East York,43.672145,-79.44059,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,0 to 19,Minimal,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,171
Major Arterial,Toronto and East York,43.672145,-79.44059,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,171
Local,Toronto and East York,43.696245,-79.35369,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,0 to 19,Major,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,57
Major Arterial,Toronto and East York,43.641945,-79.45499,Other,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,87
Major Arterial,Toronto and East York,43.661345,-79.35759,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,72
Major Arterial,Toronto and East York,43.667245,-79.31259,Other,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Cyclist,20 to 39,Major,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,63
Major Arterial,Toronto and East York,43.656645,-79.38109,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,170
Major Arterial,North York,43.719745,-79.37869,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,over 79,Major,Yes,No,No,No,No,No,No,No,No,No,No,No,No,41
Major Arterial,Etobicoke York,43.686145,-79.59529,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Passenger,unknown,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,1
Major Arterial,Etobicoke York,43.651045,-79.60369,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,NSA
Minor Arterial,Toronto and East York,43.664045,-79.42649,Other,Other,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,172
Major Arterial,Toronto and East York,43.656645,-79.38109,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,170
Major Arterial,Etobicoke York,43.686145,-79.59529,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Passenger,unknown,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,1
Major Arterial,Toronto and East York,43.641945,-79.45499,Other,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,87
Minor Arterial,Toronto and East York,43.667345,-79.35339,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,0 to 19,Major,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,68
Minor Arterial,Toronto and East York,43.694145,-79.32799,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,59
Minor Arterial,Toronto and East York,43.664045,-79.42649,Other,Other,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,172
Major Arterial,Etobicoke York,43.651045,-79.60369,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,NSA
Collector,Scarborough,43.803145,-79.17689,Other,No Control,Not Clear,Dark,Dry,Fatal,Passenger,0 to 19,Minor,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,143
Major Arterial,Etobicoke York,43.686145,-79.59529,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Passenger,unknown,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,1
Major Arterial,North York,43.780145,-79.35009,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,47
Collector,Scarborough,43.803145,-79.17689,Other,No Control,Not Clear,Dark,Dry,Fatal,Driver,0 to 19,Fatal,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,143
Major Arterial,Etobicoke York,43.594345,-79.53399,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,19
Major Arterial,Etobicoke York,43.686145,-79.59529,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,unknown,Major,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,1
Major Arterial,Etobicoke York,43.651045,-79.60369,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,NSA
Other,Toronto and East York,43.664245,-79.35589,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,70
Major Arterial,Toronto and East York,43.665745,-79.39339,Other,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,60 to 79,Major,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,169
Minor Arterial,Toronto and East York,43.667345,-79.35339,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Other,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,68
Collector,Scarborough,43.803145,-79.17689,Other,No Control,Not Clear,Dark,Dry,Fatal,Other,40 to 59,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,143
Major Arterial,Etobicoke York,43.594345,-79.53399,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,19
Minor Arterial,Scarborough,43.853145,-79.17999,Other,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,144
Local,Scarborough,43.692446,-79.284587,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,121
Minor Arterial,Scarborough,43.848445,-79.19929,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Minor,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,144
Minor Arterial,Toronto and East York,43.694145,-79.32799,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Minimal,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,59
Major Arterial,Toronto and East York,43.642545,-79.42719,Other,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,unknown,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,84
Other,Toronto and East York,43.664245,-79.35589,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,70
Local,Scarborough,43.692446,-79.284587,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,No,No,No,No,No,No,No,No,No,No,No,121
Minor Arterial,Scarborough,43.853145,-79.17999,Other,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,144
Major Arterial,Etobicoke York,43.594345,-79.53399,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,19
Minor Arterial,Scarborough,43.848445,-79.19929,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,144
Minor Arterial,Toronto and East York,43.694145,-79.32799,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,Major,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,59
Major Arterial,Toronto and East York,43.673845,-79.41089,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,95
Major Arterial,Toronto and East York,43.642545,-79.42719,Other,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,20 to 39,Major,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,84
Major Arterial,Scarborough,43.692045,-79.28449,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,121
Other,Toronto and East York,43.664245,-79.35589,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,70
Local,North York,43.778545,-79.33799,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Minimal,No,No,Yes,No,No,No,No,No,No,No,No,No,No,46
Major Arterial,Scarborough,43.692045,-79.28449,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,121
Local,Toronto and East York,43.645945,-79.40629,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,162
Major Arterial,Toronto and East York,43.657245,-79.40379,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,78
Major Arterial,Scarborough,43.788245,-79.26899,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,No,No,No,No,No,128
Minor Arterial,Toronto and East York,43.694145,-79.32799,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,59
Major Arterial,Toronto and East York,43.673845,-79.41089,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,95
Local,Toronto and East York,43.645945,-79.40629,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,162
Local,Toronto and East York,43.645945,-79.40629,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,162
Major Arterial,Scarborough,43.788245,-79.26899,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,128
Major Arterial,Etobicoke York,43.734445,-79.61329,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,0 to 19,Major,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,1
Minor Arterial,Toronto and East York,43.694145,-79.32799,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,59
Major Arterial,Toronto and East York,43.673845,-79.41089,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,Major,No,No,Yes,No,No,No,No,No,No,No,No,No,No,95
Collector,Etobicoke York,43.701245,-79.51749,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,20 to 39,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,113
Local,North York,43.778545,-79.33799,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,Major,No,No,Yes,No,No,No,No,No,No,No,No,No,No,46
Major Arterial,Toronto and East York,43.657245,-79.40379,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,78
Major Arterial,Etobicoke York,43.734445,-79.61329,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Passenger,20 to 39,Minimal,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,1
Collector,Etobicoke York,43.701245,-79.51749,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,0 to 19,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,113
Minor Arterial,Toronto and East York,43.694145,-79.32799,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,20 to 39,Minimal,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,59
Major Arterial,Etobicoke York,43.703245,-79.54959,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,6
Major Arterial,North York,43.782545,-79.49009,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,27
Major Arterial,Scarborough,43.788245,-79.26899,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,128
Minor Arterial,Toronto and East York,43.651145,-79.44529,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,40 to 59,Major,No,No,No,Yes,No,No,No,No,No,No,No,No,No,86
Major Arterial,Toronto and East York,43.673845,-79.41089,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,95
Major Arterial,Etobicoke York,43.734445,-79.61329,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Passenger,0 to 19,Minimal,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,1
Major Arterial,Etobicoke York,43.703245,-79.54959,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,No,No,No,No,No,6
